gid	code
MSTRG.10052.1	LFPC
MSTRG.10053.1	LFPC
MSTRG.10054.1	LEFC
MSTRG.10055.1	LEFF
MSTRG.10056.1	LEPF
MSTRG.10056.2	LEPF
MSTRG.10056.3	LEPF
MSTRG.10056.4	LEPF
MSTRG.10056.5	LEPF
MSTRG.10056.6	LEPF
MSTRG.10056.7	LEFF
MSTRG.10057.1	LEPF
MSTRG.10058.1	LEFF
MSTRG.10059.1	LFPC
MSTRG.1006.1	LEPF
MSTRG.10060.1	LEPF
MSTRG.10060.2	LEPF
MSTRG.10060.3	LEPF
MSTRG.10061.1	LEPF
MSTRG.10062.1	LFPF
MSTRG.10063.1	LEFF
MSTRG.10063.2	LEFF
MSTRG.10064.1	LEFF
MSTRG.10064.2	LEFF
MSTRG.10064.3	LEFF
MSTRG.10064.4	LEFF
MSTRG.10065.1	LEPF
MSTRG.10066.1	LEFF
MSTRG.10066.2	LEFF
MSTRG.10066.3	LEPF
MSTRG.10066.4	LEPF
MSTRG.10067.1	LEFF
MSTRG.10068.1	LEFF
MSTRG.10069.1	LFPF
MSTRG.1007.1	LFPF
MSTRG.10070.1	LEFF
MSTRG.10070.2	LEPF
MSTRG.10070.3	LEFF
MSTRG.10070.4	LEPF
MSTRG.10070.5	LEPF
MSTRG.10071.1	LEPF
MSTRG.10072.1	LEFF
MSTRG.10072.2	LEFF
MSTRG.10072.3	LEFF
MSTRG.10073.1	LFPC
MSTRG.10074.1	LEPF
MSTRG.10074.2	LEPF
MSTRG.10074.3	LEPF
MSTRG.10074.4	LEPF
MSTRG.10074.5	LEPF
MSTRG.10074.6	LEPF
MSTRG.10075.1	LEFF
MSTRG.10075.10	LEFF
MSTRG.10075.11	LEFF
MSTRG.10075.12	LEFF
MSTRG.10075.13	LEFF
MSTRG.10075.14	LEFF
MSTRG.10075.15	LEFF
MSTRG.10075.2	LEFF
MSTRG.10075.3	LEFF
MSTRG.10075.4	LEFF
MSTRG.10075.5	LEFF
MSTRG.10075.6	LEFF
MSTRG.10075.7	LEFF
MSTRG.10075.8	LEFF
MSTRG.10075.9	LEFF
MSTRG.10076.1	LEPF
MSTRG.10076.2	LEPF
MSTRG.10077.1	LEPF
MSTRG.10078.1	LEFF
MSTRG.10078.2	LEFF
MSTRG.10078.3	LEFF
MSTRG.10078.4	LEFF
MSTRG.10078.5	LEFF
MSTRG.10078.6	LEFF
MSTRG.10078.7	LEFF
MSTRG.10079.1	LFPC
MSTRG.1008.1	LEPF
MSTRG.1008.2	LEPF
MSTRG.10080.1	LFPC
MSTRG.10081.1	LEPF
MSTRG.10082.1	LFPC
MSTRG.10083.1	LFPF
MSTRG.10084.1	LFPC
MSTRG.10085.1	LFPC
MSTRG.10086.1	LEPF
MSTRG.10086.2	LEPF
MSTRG.10087.1	LEFF
MSTRG.10087.2	LEFF
MSTRG.10087.3	LEFF
MSTRG.10087.4	LEFF
MSTRG.1009.1	LEFF
MSTRG.10090.1	LFPC
MSTRG.10092.1	LFPC
MSTRG.10093.1	LFFC
MSTRG.10094.1	LFPC
MSTRG.10095.1	LFPC
MSTRG.10096.1	LFPC
MSTRG.10097.1	LFPC
MSTRG.10098.1	LFPF
MSTRG.10099.1	LEPF
MSTRG.101.1	LFPC
MSTRG.1010.1	LEPF
MSTRG.10100.1	LEPF
MSTRG.10100.2	LEPF
MSTRG.10101.1	LEPF
MSTRG.10102.1	LEPF
MSTRG.10102.2	LEPF
MSTRG.10103.1	LEPF
MSTRG.10103.2	LEFF
MSTRG.10104.1	LEPF
MSTRG.10105.1	LFPC
MSTRG.10106.1	LEPF
MSTRG.10106.10	LEPF
MSTRG.10106.2	LEPF
MSTRG.10106.3	LEPF
MSTRG.10106.4	LEPF
MSTRG.10106.5	LEPF
MSTRG.10106.6	LEPF
MSTRG.10106.7	LEPF
MSTRG.10106.8	LEPF
MSTRG.10106.9	LEPF
MSTRG.10107.1	LEFF
MSTRG.10107.2	LEPF
MSTRG.10108.1	LEPF
MSTRG.10109.1	LEPF
MSTRG.1011.1	LEFF
MSTRG.1011.2	LEFF
MSTRG.1011.3	LEFF
MSTRG.1011.4	LEFF
MSTRG.1011.5	LEPF
MSTRG.10110.1	LEFF
MSTRG.10110.2	LEFF
MSTRG.10110.3	LEFF
MSTRG.10111.1	LFPF
MSTRG.10112.1	LFPF
MSTRG.10113.1	LEFF
MSTRG.10114.1	LEPF
MSTRG.10115.1	LEPF
MSTRG.10116.1	LEPF
MSTRG.10117.1	LFPF
MSTRG.10118.1	LEPF
MSTRG.10118.2	LEPF
MSTRG.10118.3	LEPF
MSTRG.10118.4	LEPF
MSTRG.10118.5	LEPF
MSTRG.10118.6	LEPF
MSTRG.10119.1	LFPF
MSTRG.1012.1	LEPF
MSTRG.1012.2	LEPF
MSTRG.1012.3	LEPF
MSTRG.1012.4	LEPF
MSTRG.10120.1	LFPF
MSTRG.10121.1	LEFF
MSTRG.10122.1	LEPF
MSTRG.10123.1	LFPF
MSTRG.10124.1	LFPF
MSTRG.10125.1	LEPF
MSTRG.10126.1	LEPF
MSTRG.10126.2	LEPF
MSTRG.10127.1	LFPF
MSTRG.10128.1	LEPF
MSTRG.10128.2	LEPF
MSTRG.10129.1	LEPF
MSTRG.10129.2	LEFF
MSTRG.10129.3	LEFF
MSTRG.10129.4	LEFF
MSTRG.10129.5	LEFF
MSTRG.10129.6	LEFF
MSTRG.1013.1	LFPF
MSTRG.10130.1	LEPF
MSTRG.10130.2	LEPF
MSTRG.10131.1	LFPF
MSTRG.10132.1	LFFF
MSTRG.10133.1	LFPC
MSTRG.10134.1	LEPF
MSTRG.10135.1	LFPF
MSTRG.10136.1	LEFF
MSTRG.10136.10	LEFC
MSTRG.10136.11	LEFC
MSTRG.10136.12	LEFC
MSTRG.10136.2	LEFF
MSTRG.10136.3	LEFF
MSTRG.10136.4	LEFF
MSTRG.10136.5	LEFF
MSTRG.10136.6	LEFC
MSTRG.10136.7	LEFC
MSTRG.10136.8	LEFC
MSTRG.10136.9	LEFC
MSTRG.10137.1	LEPF
MSTRG.10138.1	LEPF
MSTRG.10139.1	LEPF
MSTRG.10139.2	LEFF
MSTRG.10139.3	LEPF
MSTRG.1014.1	LFPF
MSTRG.10141.1	LEFF
MSTRG.10141.10	LEFF
MSTRG.10141.2	LEFF
MSTRG.10141.3	LEFF
MSTRG.10141.4	LEFF
MSTRG.10141.5	LEPF
MSTRG.10141.6	LEFF
MSTRG.10141.7	LEFF
MSTRG.10141.8	LEFF
MSTRG.10141.9	LEPF
MSTRG.10142.1	LEPF
MSTRG.10143.1	LEPF
MSTRG.10143.2	LEPF
MSTRG.10144.1	LEPF
MSTRG.10145.1	LEFF
MSTRG.10146.1	LEFF
MSTRG.10146.2	LEFF
MSTRG.10147.1	LEPF
MSTRG.10147.2	LEPF
MSTRG.10147.3	LEPF
MSTRG.10147.4	LEPF
MSTRG.10147.5	LEPF
MSTRG.10148.1	LEPF
MSTRG.10148.2	LEPF
MSTRG.10149.1	LFPF
MSTRG.1015.1	LEPF
MSTRG.10150.1	LEFF
MSTRG.10151.1	LEPF
MSTRG.10152.1	LEFF
MSTRG.10152.2	LEFF
MSTRG.10152.3	LEFF
MSTRG.10153.1	LEFF
MSTRG.10154.1	LFPF
MSTRG.10155.1	LEPF
MSTRG.10156.1	LEPF
MSTRG.10157.1	LEFF
MSTRG.10157.2	LEFF
MSTRG.10157.3	LEFF
MSTRG.10158.1	LEPF
MSTRG.10158.2	LEPF
MSTRG.10158.3	LEPF
MSTRG.10158.4	LEPF
MSTRG.10158.5	LEPF
MSTRG.10158.6	LEPF
MSTRG.10158.7	LEPF
MSTRG.1016.1	LEFF
MSTRG.10160.1	LEPF
MSTRG.10161.1	LEPF
MSTRG.10162.1	LEPF
MSTRG.10163.1	LEPF
MSTRG.10164.1	LEPF
MSTRG.10165.1	LEPF
MSTRG.10165.10	LEPF
MSTRG.10165.11	LEPF
MSTRG.10165.12	LEPF
MSTRG.10165.13	LEPF
MSTRG.10165.14	LEPF
MSTRG.10165.2	LEPF
MSTRG.10165.3	LEPF
MSTRG.10165.4	LEPF
MSTRG.10165.5	LEPF
MSTRG.10165.6	LEPF
MSTRG.10165.7	LEPF
MSTRG.10165.8	LEPF
MSTRG.10165.9	LEPF
MSTRG.10166.1	LEPF
MSTRG.10167.1	LEFF
MSTRG.10167.2	LEFF
MSTRG.10168.1	LEPF
MSTRG.10168.2	LEPF
MSTRG.10169.1	LFFF
MSTRG.1017.1	LEPF
MSTRG.10170.1	LEPF
MSTRG.10171.1	LEPF
MSTRG.10171.2	LEPF
MSTRG.10171.3	LEPF
MSTRG.10172.1	LEPF
MSTRG.10172.2	LEPF
MSTRG.10172.3	LEPF
MSTRG.10173.1	LEPF
MSTRG.10174.1	LEFF
MSTRG.10175.1	LEPF
MSTRG.10175.2	LEPF
MSTRG.10175.3	LEPF
MSTRG.10176.1	LEPF
MSTRG.10177.1	LEPF
MSTRG.10178.1	LEPF
MSTRG.10179.1	LEPF
MSTRG.10179.2	LEPF
MSTRG.1018.1	LEFF
MSTRG.1018.2	LEPF
MSTRG.10180.1	LEFF
MSTRG.10180.10	LEFF
MSTRG.10180.11	LEFF
MSTRG.10180.12	LEFF
MSTRG.10180.13	LEFF
MSTRG.10180.14	LEFF
MSTRG.10180.15	LEFF
MSTRG.10180.16	LEFF
MSTRG.10180.17	LEFF
MSTRG.10180.18	LEFF
MSTRG.10180.2	LEFF
MSTRG.10180.3	LEFF
MSTRG.10180.4	LEFF
MSTRG.10180.5	LEFF
MSTRG.10180.6	LEFF
MSTRG.10180.7	LEFF
MSTRG.10180.8	LEFF
MSTRG.10180.9	LEFF
MSTRG.10181.1	LEPF
MSTRG.10181.2	LEPF
MSTRG.10182.1	LEPF
MSTRG.10182.2	LEPF
MSTRG.10183.1	LEPF
MSTRG.10183.2	LEPF
MSTRG.10184.1	LEPF
MSTRG.10184.2	LEPF
MSTRG.10184.3	LEPF
MSTRG.10184.4	LEPF
MSTRG.10184.5	LEPF
MSTRG.10184.6	LEPF
MSTRG.10184.7	LEPF
MSTRG.10184.8	LEPF
MSTRG.10184.9	LEPF
MSTRG.10185.1	LEPF
MSTRG.10185.2	LEPF
MSTRG.10186.1	LEFF
MSTRG.10187.1	LFPF
MSTRG.10188.1	LEFF
MSTRG.10188.2	LEFF
MSTRG.10188.3	LEFF
MSTRG.10189.1	LEPF
MSTRG.1019.1	LFPF
MSTRG.10190.1	LFPC
MSTRG.10191.1	LEPF
MSTRG.10192.1	LEPF
MSTRG.10193.1	LEFF
MSTRG.10194.1	LEPF
MSTRG.10194.2	LEPF
MSTRG.10194.3	LEPF
MSTRG.10195.1	LEFF
MSTRG.10195.2	LEFF
MSTRG.10196.1	LEFF
MSTRG.10196.2	LEFF
MSTRG.10197.1	LFPC
MSTRG.10198.1	LEFF
MSTRG.10199.1	LEFF
MSTRG.102.1	LFPC
MSTRG.1020.1	LFPF
MSTRG.10200.1	LFPC
MSTRG.10201.1	LFFF
MSTRG.10202.1	LEPF
MSTRG.10202.2	LEPF
MSTRG.10202.3	LEFF
MSTRG.10203.1	LEFF
MSTRG.10204.1	LEPF
MSTRG.10205.1	LEFF
MSTRG.10205.2	LEFF
MSTRG.10205.3	LEPF
MSTRG.10205.4	LEFF
MSTRG.10205.5	LEFF
MSTRG.10206.1	LEFF
MSTRG.10207.1	LEFF
MSTRG.10207.2	LEFF
MSTRG.10207.3	LEFF
MSTRG.10208.1	LEPF
MSTRG.10208.2	LEPF
MSTRG.10209.1	LFPC
MSTRG.1021.1	LEPF
MSTRG.1021.2	LEPF
MSTRG.10210.1	LEPF
MSTRG.10210.2	LEPF
MSTRG.10211.1	LFPC
MSTRG.10212.1	LFPC
MSTRG.10213.1	LFFC
MSTRG.10214.1	LEFF
MSTRG.10214.2	LEFF
MSTRG.10215.1	LFPC
MSTRG.10216.1	LEPF
MSTRG.10217.1	LFPC
MSTRG.10218.1	LEFF
MSTRG.10219.1	LFPC
MSTRG.1022.1	LEFF
MSTRG.10220.1	LFPC
MSTRG.10221.1	LFPC
MSTRG.10222.1	LEFF
MSTRG.10222.10	LEFF
MSTRG.10222.11	LEFF
MSTRG.10222.12	LEFF
MSTRG.10222.2	LEFF
MSTRG.10222.3	LEFF
MSTRG.10222.4	LEFF
MSTRG.10222.5	LEFF
MSTRG.10222.6	LEFF
MSTRG.10222.7	LEFF
MSTRG.10222.8	LEFF
MSTRG.10222.9	LEFF
MSTRG.10223.1	LFPC
MSTRG.10224.1	LFPF
MSTRG.10225.1	LFPC
MSTRG.10226.1	LEPF
MSTRG.10227.1	LEPF
MSTRG.10228.1	LFPC
MSTRG.1023.1	LEPF
MSTRG.1023.2	LEFF
MSTRG.1023.3	LEPF
MSTRG.1023.4	LEPF
MSTRG.1023.5	LEPF
MSTRG.10230.1	LEFF
MSTRG.10231.1	LFPC
MSTRG.10232.1	LEFF
MSTRG.10233.1	LEFC
MSTRG.10234.1	LFPC
MSTRG.10235.1	LFPC
MSTRG.10236.1	LEFF
MSTRG.10236.2	LEFF
MSTRG.10236.3	LEFF
MSTRG.10239.1	LEPF
MSTRG.1024.1	LEFF
MSTRG.1024.2	LEFF
MSTRG.1024.3	LEFF
MSTRG.10241.1	LEFF
MSTRG.10241.2	LEPF
MSTRG.10242.1	LEFF
MSTRG.10243.1	LEPF
MSTRG.10244.1	LFPC
MSTRG.10245.1	LEFF
MSTRG.10245.2	LEFF
MSTRG.10246.1	LFPC
MSTRG.10247.1	LFPC
MSTRG.10248.1	LEPF
MSTRG.10248.2	LEFF
MSTRG.10248.3	LEFF
MSTRG.10248.4	LEPF
MSTRG.10249.1	LEPF
MSTRG.1025.1	LEPF
MSTRG.10250.1	LFPC
MSTRG.10251.1	LEFF
MSTRG.10252.1	LEPF
MSTRG.10253.1	LFPF
MSTRG.10254.1	LEFF
MSTRG.10255.1	LEPF
MSTRG.10256.1	LEFF
MSTRG.10256.2	LEPF
MSTRG.10257.1	LEPF
MSTRG.10258.1	LEFF
MSTRG.10258.2	LEFF
MSTRG.10259.1	LEPF
MSTRG.1026.1	LEFF
MSTRG.10260.1	LEFF
MSTRG.10261.1	LEPF
MSTRG.10261.2	LEPF
MSTRG.10261.3	LEPF
MSTRG.10261.4	LEPF
MSTRG.10262.1	LFPC
MSTRG.10263.1	LFPC
MSTRG.10264.1	LFPC
MSTRG.10265.1	LEFF
MSTRG.10266.1	LEFF
MSTRG.10267.1	LFPC
MSTRG.10268.1	LFPC
MSTRG.10269.1	LFPC
MSTRG.1027.1	LFPF
MSTRG.10270.1	LFPC
MSTRG.10271.1	LEFF
MSTRG.10271.2	LEFF
MSTRG.10271.3	LEFF
MSTRG.10272.1	LEFF
MSTRG.10273.1	LFPC
MSTRG.10274.1	LEFF
MSTRG.10274.2	LEFF
MSTRG.10275.1	LFPC
MSTRG.10276.1	LFPF
MSTRG.10277.1	LEFF
MSTRG.10278.1	LEPF
MSTRG.10278.2	LEFF
MSTRG.10279.1	LEFF
MSTRG.10279.2	LEFF
MSTRG.1028.1	LEFF
MSTRG.10280.1	LFPC
MSTRG.10281.1	LEFF
MSTRG.10282.1	LFPC
MSTRG.10283.1	LEFF
MSTRG.10284.1	LEPF
MSTRG.10284.2	LEPF
MSTRG.10285.1	LEPF
MSTRG.10286.1	LFFF
MSTRG.10286.2	LEFF
MSTRG.10287.1	LEFF
MSTRG.10288.1	LEPF
MSTRG.10289.1	LEFF
MSTRG.1029.1	LEFF
MSTRG.1029.2	LEFF
MSTRG.1029.3	LEFF
MSTRG.10290.1	LEFF
MSTRG.10291.1	LFPF
MSTRG.10292.1	LFPF
MSTRG.10293.1	LEFF
MSTRG.10294.1	LFPF
MSTRG.10295.1	LEFF
MSTRG.10295.2	LEFF
MSTRG.10295.3	LEFF
MSTRG.10295.4	LEPF
MSTRG.10296.1	LEFF
MSTRG.10297.1	LEFF
MSTRG.10297.2	LEFF
MSTRG.10297.3	LEPF
MSTRG.10298.1	LEFF
MSTRG.10299.1	LFPF
MSTRG.103.1	LFFC
MSTRG.1030.1	LEPF
MSTRG.1030.2	LEPF
MSTRG.1030.3	LEPF
MSTRG.1030.4	LEPF
MSTRG.1030.5	LEPF
MSTRG.1030.6	LEFF
MSTRG.1030.7	LEFF
MSTRG.10300.1	LEPF
MSTRG.10301.1	LEFF
MSTRG.10301.2	LEFF
MSTRG.10301.3	LEFF
MSTRG.10301.4	LEFF
MSTRG.10301.5	LEFF
MSTRG.10301.6	LEFF
MSTRG.10301.7	LEFF
MSTRG.10301.8	LEPF
MSTRG.10301.9	LEFF
MSTRG.10302.1	LEPF
MSTRG.10302.2	LEPF
MSTRG.10302.3	LEPF
MSTRG.10302.4	LEPF
MSTRG.10302.5	LEPF
MSTRG.10302.6	LEPF
MSTRG.10302.7	LEPF
MSTRG.10302.8	LEPF
MSTRG.10303.1	LEFF
MSTRG.10303.2	LEFF
MSTRG.10303.3	LEFF
MSTRG.10304.1	LEFF
MSTRG.10304.2	LEFF
MSTRG.10304.3	LEFF
MSTRG.10306.1	LEFF
MSTRG.10307.1	LFPF
MSTRG.10308.1	LEPF
MSTRG.10309.1	LEPF
MSTRG.10309.2	LEPF
MSTRG.1031.1	LFPC
MSTRG.10310.1	LFPF
MSTRG.10311.1	LEPF
MSTRG.10312.1	LEFF
MSTRG.10312.2	LEFF
MSTRG.10313.1	LEFF
MSTRG.10313.2	LEFF
MSTRG.10314.1	LEPF
MSTRG.10314.2	LEPF
MSTRG.10315.1	LFPF
MSTRG.10316.1	LEFF
MSTRG.10317.1	LEPF
MSTRG.10318.1	LEPF
MSTRG.10318.2	LEPF
MSTRG.10318.3	LEPF
MSTRG.10318.4	LEPF
MSTRG.10318.5	LEPF
MSTRG.10318.6	LEPF
MSTRG.10318.7	LEPF
MSTRG.10318.8	LEPF
MSTRG.10319.1	LEFF
MSTRG.10319.2	LEFF
MSTRG.10319.3	LEFF
MSTRG.10319.4	LEFF
MSTRG.1032.1	LEFF
MSTRG.1032.2	LEFF
MSTRG.10320.1	LEPF
MSTRG.10321.1	LEPF
MSTRG.10322.1	LFPF
MSTRG.10323.1	LEFF
MSTRG.10324.1	LEFF
MSTRG.10324.2	LEFF
MSTRG.10324.3	LEPF
MSTRG.10325.1	LEFF
MSTRG.10326.1	LEFF
MSTRG.10326.2	LEFF
MSTRG.10327.1	LEPF
MSTRG.10327.10	LEPF
MSTRG.10327.2	LEPF
MSTRG.10327.3	LEPF
MSTRG.10327.4	LEPF
MSTRG.10327.5	LEFF
MSTRG.10327.6	LEPF
MSTRG.10327.7	LEFF
MSTRG.10327.8	LEFF
MSTRG.10327.9	LEPF
MSTRG.10328.1	LEPF
MSTRG.10328.2	LEPF
MSTRG.10329.1	LEPF
MSTRG.10329.2	LEPF
MSTRG.10329.3	LEPF
MSTRG.10329.4	LEPF
MSTRG.1033.1	LFFF
MSTRG.10330.1	LEPF
MSTRG.10331.1	LEFF
MSTRG.10331.2	LEPF
MSTRG.10332.1	LEPF
MSTRG.10332.2	LEPF
MSTRG.10332.3	LEPF
MSTRG.10333.1	LEFF
MSTRG.10333.2	LEFF
MSTRG.10334.1	LEPF
MSTRG.10335.1	LEPF
MSTRG.10336.1	LEFF
MSTRG.10336.2	LEPF
MSTRG.10337.1	LEFF
MSTRG.10338.1	LEFF
MSTRG.10338.2	LEFF
MSTRG.10339.1	LEFF
MSTRG.1034.1	LEFF
MSTRG.10340.1	LEFF
MSTRG.10340.2	LEFF
MSTRG.10341.1	LFFF
MSTRG.10342.1	LEPF
MSTRG.10342.2	LEPF
MSTRG.10343.1	LEFF
MSTRG.10343.2	LEFF
MSTRG.10343.3	LEFF
MSTRG.10344.1	LEPF
MSTRG.10344.2	LEPF
MSTRG.10345.1	LEFF
MSTRG.10345.2	LEFF
MSTRG.10346.1	LEPF
MSTRG.10346.2	LEPF
MSTRG.10347.1	LEFF
MSTRG.10347.2	LEFF
MSTRG.10347.3	LEFF
MSTRG.10348.1	LEPF
MSTRG.10349.1	LEFF
MSTRG.10349.2	LEFF
MSTRG.1035.1	LFPC
MSTRG.10350.1	LEFF
MSTRG.10350.2	LEFF
MSTRG.10350.3	LEFF
MSTRG.10351.1	LFFF
MSTRG.10352.1	LFPF
MSTRG.10353.1	LEPF
MSTRG.10354.1	LEPF
MSTRG.10355.1	LEFF
MSTRG.10356.1	LFPF
MSTRG.10357.1	LFPF
MSTRG.10358.1	LFPF
MSTRG.10359.1	LEPF
MSTRG.1036.1	LFPC
MSTRG.10360.1	LFPF
MSTRG.10361.1	LEPF
MSTRG.10361.2	LEPF
MSTRG.10361.3	LEPF
MSTRG.10361.4	LEPF
MSTRG.10361.5	LEPF
MSTRG.10361.6	LEPF
MSTRG.10361.7	LEFF
MSTRG.10362.1	LEPF
MSTRG.10363.1	LEPF
MSTRG.10364.1	LFPC
MSTRG.10365.1	LEFF
MSTRG.10365.2	LEFF
MSTRG.10366.1	LFPC
MSTRG.10367.1	LEPF
MSTRG.10367.2	LEPF
MSTRG.10368.1	LEPF
MSTRG.10368.2	LEPF
MSTRG.10368.3	LEPF
MSTRG.10368.4	LEPF
MSTRG.10368.5	LEPF
MSTRG.10368.6	LEPF
MSTRG.10369.1	LEFF
MSTRG.1037.1	LEFF
MSTRG.1037.2	LEPF
MSTRG.1037.3	LEFF
MSTRG.1037.4	LEFF
MSTRG.1037.5	LEFF
MSTRG.1037.6	LEFF
MSTRG.10370.1	LEFF
MSTRG.10371.1	LFPC
MSTRG.10372.1	LFPC
MSTRG.10374.1	LEFC
MSTRG.10375.1	LEFF
MSTRG.10375.2	LEPF
MSTRG.10375.3	LEFF
MSTRG.10375.4	LEFF
MSTRG.10375.5	LEFF
MSTRG.10375.6	LEFF
MSTRG.10375.7	LEFF
MSTRG.10375.8	LEFF
MSTRG.10375.9	LEFF
MSTRG.10376.1	LEFF
MSTRG.10377.1	LEPF
MSTRG.10378.1	LFPC
MSTRG.10379.1	LFPC
MSTRG.1038.1	LEPF
MSTRG.10380.1	LEFF
MSTRG.10381.1	LEPF
MSTRG.10382.1	LEPF
MSTRG.10383.1	LEFF
MSTRG.10384.1	LEPF
MSTRG.10384.2	LEPF
MSTRG.10385.1	LEPF
MSTRG.10385.2	LEPF
MSTRG.10385.3	LEPF
MSTRG.10385.4	LEPF
MSTRG.10385.5	LEPF
MSTRG.10385.6	LEPF
MSTRG.10385.7	LEPF
MSTRG.10385.8	LEPF
MSTRG.10385.9	LEFF
MSTRG.10386.1	LFPF
MSTRG.10387.1	LFPC
MSTRG.10388.1	LEPF
MSTRG.10389.1	LFFF
MSTRG.1039.1	LEFF
MSTRG.1039.2	LEFF
MSTRG.10390.1	LEFF
MSTRG.10391.1	LEPF
MSTRG.10392.1	LEPF
MSTRG.10393.1	LEFF
MSTRG.10393.10	LEFF
MSTRG.10393.11	LEFF
MSTRG.10393.12	LEFF
MSTRG.10393.13	LEFF
MSTRG.10393.14	LEPF
MSTRG.10393.2	LEFF
MSTRG.10393.3	LEFF
MSTRG.10393.4	LEFF
MSTRG.10393.5	LEFF
MSTRG.10393.6	LEFF
MSTRG.10393.7	LEFF
MSTRG.10393.8	LEFF
MSTRG.10393.9	LEFF
MSTRG.10394.1	LFPC
MSTRG.10396.1	LFPC
MSTRG.10397.1	LFPC
MSTRG.10398.1	LEFF
MSTRG.10399.1	LFPC
MSTRG.104.1	LFPC
MSTRG.1040.1	LFFF
MSTRG.10400.1	LEFF
MSTRG.10400.2	LEFF
MSTRG.10400.3	LEFF
MSTRG.10401.1	LFPC
MSTRG.10402.1	LFFF
MSTRG.10403.1	LFPC
MSTRG.10404.1	LEFF
MSTRG.10405.1	LEPF
MSTRG.10405.2	LEPF
MSTRG.10405.3	LEPF
MSTRG.10405.4	LEPF
MSTRG.10405.5	LEPF
MSTRG.10405.6	LEPF
MSTRG.10406.1	LEPF
MSTRG.10406.2	LEPF
MSTRG.10407.1	LEPF
MSTRG.10408.1	LEFF
MSTRG.10409.1	LEPF
MSTRG.1041.1	LEFF
MSTRG.1041.2	LEFF
MSTRG.10410.1	LFPF
MSTRG.10411.1	LFPC
MSTRG.10412.1	LFFC
MSTRG.10413.1	LFPC
MSTRG.10414.1	FFPC
MSTRG.10415.1	LEPF
MSTRG.10416.1	LEFF
MSTRG.10417.1	LFPF
MSTRG.10418.1	LFPF
MSTRG.10419.1	LFPF
MSTRG.1042.1	LFPF
MSTRG.10420.1	LFPF
MSTRG.10421.1	LFPF
MSTRG.10422.1	LFPF
MSTRG.10423.1	LFPF
MSTRG.10424.1	LFPF
MSTRG.10425.1	LFPF
MSTRG.10426.1	LFPF
MSTRG.10427.1	LEFF
MSTRG.10427.2	LEFF
MSTRG.10428.1	LFPC
MSTRG.10429.1	LEPF
MSTRG.10429.2	LEPF
MSTRG.1043.1	LFFF
MSTRG.10430.1	LFPC
MSTRG.10431.1	LFPF
MSTRG.10432.1	LFPF
MSTRG.10433.1	LFPF
MSTRG.10434.1	LEPF
MSTRG.10435.1	LEPF
MSTRG.10436.1	LEPF
MSTRG.10436.2	LEPF
MSTRG.10436.3	LEPF
MSTRG.10437.1	LEPF
MSTRG.10438.1	LEPF
MSTRG.10439.1	LFFC
MSTRG.1044.1	LEFF
MSTRG.1044.2	LEFF
MSTRG.10440.1	LEPF
MSTRG.10440.2	LEPF
MSTRG.10440.3	LEPF
MSTRG.10440.4	LEPF
