Transcript_id	Index	Coding_score
MSTRG.36.1	noncoding	0.16989141424831333
MSTRG.37.1	coding	0.9941474841225404
MSTRG.38.1	coding	0.9944534939364487
MSTRG.38.3	coding	0.997064761337932
MSTRG.38.2	coding	0.9984074054409426
MSTRG.38.4	coding	0.9973648383507797
MSTRG.38.5	coding	0.9983376938760316
MSTRG.38.6	coding	0.9969366845283387
MSTRG.38.7	coding	0.9973890401131222
MSTRG.38.8	coding	0.9977735172340446
MSTRG.38.9	coding	0.9955147859410819
MSTRG.38.10	coding	0.9903537174451197
MSTRG.38.11	coding	0.9966132808843754
MSTRG.39.2	coding	0.9976315417655844
MSTRG.39.1	coding	0.9976315417655844
MSTRG.39.5	coding	0.9986096796731467
MSTRG.39.4	coding	0.9983510399316509
MSTRG.39.3	coding	0.9986173438900772
MSTRG.39.6	coding	0.999274061857969
MSTRG.39.7	coding	0.9987843615267286
MSTRG.39.8	coding	0.9963779490989182
MSTRG.40.1	coding	0.8088579527578399
MSTRG.41.1	coding	0.985882252849812
MSTRG.41.2	coding	0.9922094417772109
MSTRG.41.3	coding	0.98929683174191
MSTRG.41.4	coding	0.9948844171812413
MSTRG.41.5	coding	0.9854681778147875
MSTRG.41.6	coding	0.9947033942523927
MSTRG.41.7	coding	0.9792909169038717
MSTRG.41.8	coding	0.9927216082136675
MSTRG.42.1	coding	0.9918128244040677
MSTRG.42.2	coding	0.9925517012983837
MSTRG.9.1	coding	0.9635492380333769
MSTRG.8.1	coding	0.8935628558809235
MSTRG.10.2	coding	0.9985070254405826
MSTRG.10.1	coding	0.9964815292666329
MSTRG.10.3	coding	0.9985708624498073
MSTRG.10.4	coding	0.9951523988161232
MSTRG.11.1	coding	0.9999998771837115
MSTRG.12.1	coding	0.9768142072893299
MSTRG.11.3	coding	0.9999996747751866
MSTRG.11.2	coding	0.9999997819570128
MSTRG.11.4	coding	0.9999983681266866
MSTRG.11.5	coding	0.9999997492075542
MSTRG.20.1	coding	0.835423991877519
MSTRG.21.1	coding	0.9940174825898624
MSTRG.21.2	coding	0.9816167876496992
MSTRG.22.1	coding	0.8068830545709154
MSTRG.22.2	coding	0.9582525940918452
MSTRG.22.3	noncoding	0.4931564634067095
MSTRG.22.4	coding	0.7066136093814911
MSTRG.22.5	coding	0.9835865848158076
MSTRG.23.1	coding	0.5883609989118195
MSTRG.23.2	noncoding	0.158778519159215
MSTRG.22.6	coding	0.9621107674679767
MSTRG.24.1	coding	0.9992974083740535
MSTRG.24.2	coding	0.9982283871377795
MSTRG.24.3	coding	0.9997118046335952
MSTRG.24.4	coding	0.9998049071436563
MSTRG.25.1	coding	0.7693261714889689
MSTRG.26.1	noncoding	0.02443500969949117
MSTRG.27.1	coding	0.9993109094498284
MSTRG.27.2	coding	0.999573431887425
MSTRG.27.3	coding	0.9996900234610335
MSTRG.13.1	noncoding	0.00519068976605127
MSTRG.16.1	coding	0.6315923088117086
MSTRG.14.1	coding	0.9048652239967068
MSTRG.15.1	noncoding	0.004938215873449141
MSTRG.28.1	coding	0.9990824796121827
MSTRG.28.2	coding	0.9990806867879379
MSTRG.28.3	coding	0.9990147474935877
MSTRG.28.4	coding	0.9991154670737076
MSTRG.28.5	coding	0.9992392787704687
MSTRG.28.6	coding	0.9976855347843574
MSTRG.28.7	coding	0.9867820651199929
MSTRG.29.1	coding	0.8852538858865268
MSTRG.29.2	noncoding	0.280528208900128
MSTRG.28.8	coding	0.9853939245501405
MSTRG.30.1	coding	0.9603441756159365
MSTRG.31.1	noncoding	0.23980546863917437
MSTRG.17.1	coding	0.9956208497290909
MSTRG.17.2	noncoding	0.20977477661541621
MSTRG.17.3	noncoding	0.22286390786169014
MSTRG.18.1	noncoding	0.00583582246916676
MSTRG.19.1	noncoding	0.0030748408215931114
MSTRG.33.1	coding	0.9874172772256915
MSTRG.33.2	coding	0.9911085308453959
MSTRG.33.3	coding	0.9912300183279903
MSTRG.33.4	coding	0.9747199866070663
MSTRG.33.5	coding	0.9855771762192584
MSTRG.33.6	coding	0.9817342090827583
MSTRG.33.7	coding	0.9906974490673726
MSTRG.33.8	coding	0.9836460459185106
MSTRG.33.9	coding	0.9868330925925963
MSTRG.33.10	coding	0.9814942643099939
MSTRG.33.11	coding	0.9848414423811526
MSTRG.32.1	noncoding	0.004330608710576829
MSTRG.109.1	coding	0.9890166710415998
MSTRG.109.2	coding	0.9776597352450875
MSTRG.109.3	coding	0.9885221054231911
MSTRG.109.4	coding	0.973529959477635
MSTRG.109.5	coding	0.9766524528099088
MSTRG.109.6	coding	0.9785527859059084
MSTRG.109.7	coding	0.9761165027197253
MSTRG.109.8	coding	0.9802515303907722
MSTRG.109.9	coding	0.9797132565701949
MSTRG.109.10	coding	0.9702644688794487
MSTRG.109.11	coding	0.94790585276836
MSTRG.109.12	coding	0.9230349011444413
MSTRG.110.1	coding	0.9972328617860678
MSTRG.109.13	coding	0.8821606571352814
MSTRG.109.14	coding	0.9289562969574161
MSTRG.109.15	coding	0.9723684359567054
MSTRG.109.16	coding	0.9487083145507491
MSTRG.109.17	coding	0.9548280039520093
MSTRG.111.1	coding	0.563274086131631
MSTRG.109.18	coding	0.8623229814561065
MSTRG.109.19	coding	0.912595789396508
MSTRG.109.20	coding	0.8975961253389686
MSTRG.109.21	coding	0.9462117593558861
MSTRG.109.22	coding	0.9274644286119037
MSTRG.109.23	coding	0.9458463604065898
MSTRG.109.24	coding	0.8874036445517757
MSTRG.110.2	noncoding	0.14923360278810194
MSTRG.110.3	coding	0.7458764448570804
MSTRG.110.4	noncoding	0.247065452811205
MSTRG.109.25	coding	0.9717565757104222
MSTRG.109.26	coding	0.9551405249294448
MSTRG.109.27	coding	0.9380070399642895
MSTRG.109.28	coding	0.9751250185122893
MSTRG.43.1	noncoding	0.4249861451220801
MSTRG.43.2	coding	0.5928619634280112
MSTRG.43.3	coding	0.805003854673538
MSTRG.46.2	coding	0.706442054726279
MSTRG.46.1	coding	0.6870194357907539
MSTRG.46.3	coding	0.7786854064482458
MSTRG.44.1	noncoding	0.09398610534368373
MSTRG.45.1	noncoding	0.2513348620915463
MSTRG.47.1	coding	0.9963862758348535
MSTRG.48.1	noncoding	0.0521431378575422
MSTRG.49.1	coding	0.9576187679382959
MSTRG.49.2	coding	0.7683978294894915
MSTRG.50.1	noncoding	0.37075105113589235
MSTRG.51.1	noncoding	0.05555448183435805
MSTRG.74.1	coding	0.9247792423369077
MSTRG.74.2	coding	0.5785388850641171
MSTRG.75.1	noncoding	0.0076867271039026
MSTRG.76.1	coding	0.9907541020283996
MSTRG.73.1	coding	0.7700894783887499
MSTRG.71.1	coding	0.5351898634045497
MSTRG.72.1	coding	0.6149629781761081
MSTRG.77.1	noncoding	0.05151444100615682
MSTRG.77.2	noncoding	0.07852802918175714
MSTRG.77.3	noncoding	0.05134909794900627
MSTRG.77.4	noncoding	0.2894327693314629
MSTRG.77.5	noncoding	0.046311482902236974
MSTRG.77.6	noncoding	0.033675624501353765
MSTRG.77.7	noncoding	0.06625858861603935
MSTRG.77.8	noncoding	0.05004886538452776
MSTRG.77.9	noncoding	0.0921413358058986
MSTRG.78.1	coding	0.9977010020693753
MSTRG.78.2	coding	0.9980021303761593
MSTRG.78.3	coding	0.9929257964841633
MSTRG.78.4	coding	0.9963554189708415
MSTRG.80.1	coding	0.9999788833811091
MSTRG.80.2	coding	0.9999851408471553
MSTRG.80.3	coding	0.9999851410153093
MSTRG.80.4	coding	0.9999854893953475
MSTRG.81.1	coding	0.9051562455838468
MSTRG.81.2	coding	0.844991650795409
MSTRG.81.3	noncoding	0.15393487719188922
MSTRG.81.4	noncoding	0.14674570674522391
MSTRG.81.5	noncoding	0.2966314399819649
MSTRG.81.6	noncoding	0.4602779761258391
MSTRG.79.1	noncoding	0.008306834387006155
MSTRG.83.1	coding	0.9999996155523648
MSTRG.83.2	coding	0.999999698061189
MSTRG.82.1	noncoding	0.013708526793782767
MSTRG.84.1	coding	0.9544999369799495
MSTRG.84.2	coding	0.6680499572369439
MSTRG.84.3	coding	0.9704405212339163
MSTRG.84.4	coding	0.9719980193249605
MSTRG.84.5	coding	0.5487621587481777
MSTRG.84.6	noncoding	0.040794249683118
MSTRG.84.7	coding	0.9970870191598329
MSTRG.84.8	coding	0.985377799919816
MSTRG.84.9	coding	0.9961557386750844
MSTRG.84.10	coding	0.9447106526401426
MSTRG.85.1	coding	0.5179752648107504
MSTRG.85.2	coding	0.5727049958377859
MSTRG.85.3	coding	0.690784987259949
MSTRG.85.4	coding	0.5519036575610504
MSTRG.86.1	coding	0.924125050701988
MSTRG.86.2	coding	0.9358335392312256
MSTRG.97.1	coding	0.9519972017040558
MSTRG.97.2	coding	0.9999647666794141
MSTRG.97.5	coding	0.9999749726505481
MSTRG.97.4	coding	0.9999749705492902
MSTRG.97.3	coding	0.999974965662743
MSTRG.97.6	coding	0.9999789224956058
MSTRG.97.7	coding	0.9999970723278188
MSTRG.97.9	coding	0.9999972694365336
MSTRG.97.8	coding	0.9999971424508854
MSTRG.97.10	coding	0.9999920145559811
MSTRG.87.1	noncoding	0.020332430429235975
MSTRG.96.1	coding	0.9467662560731979
MSTRG.96.2	coding	0.9625614393370613
MSTRG.96.3	coding	0.993981818178089
MSTRG.93.1	coding	0.9978669902595153
MSTRG.88.1	noncoding	0.013688974097573308
MSTRG.89.1	noncoding	0.04372174244534444
MSTRG.90.1	noncoding	0.006608418006587634
MSTRG.91.1	noncoding	0.02916834748760769
MSTRG.92.1	noncoding	0.02010668223835888
MSTRG.94.1	noncoding	0.24771999655064159
MSTRG.95.1	noncoding	0.02488701891329223
MSTRG.101.1	coding	0.9644292934010955
MSTRG.101.2	coding	0.941643193767873
MSTRG.101.3	coding	0.954553673669136
MSTRG.101.4	coding	0.9569076445668893
MSTRG.101.5	coding	0.9532493204293981
MSTRG.101.6	coding	0.9429215109239866
MSTRG.107.1	coding	0.8723069830357529
MSTRG.107.2	coding	0.872326669853515
MSTRG.107.3	coding	0.8723335621104453
MSTRG.107.4	coding	0.7902662266332866
MSTRG.98.1	coding	0.6137993260724214
MSTRG.99.1	noncoding	0.006617987867510802
MSTRG.100.1	noncoding	0.028159187682068824
MSTRG.102.1	noncoding	0.13017410689038705
MSTRG.103.1	noncoding	0.09848991224286412
MSTRG.104.1	noncoding	0.2365194877355809
MSTRG.105.1	noncoding	0.002579776955893958
MSTRG.106.1	noncoding	0.017605094477717378
MSTRG.108.1	noncoding	0.018809490840837405
MSTRG.117.1	noncoding	0.19662653898730612
MSTRG.117.2	noncoding	0.10277425346054202
MSTRG.117.3	noncoding	0.06020816384249893
MSTRG.117.4	noncoding	0.28741300039092554
MSTRG.117.5	noncoding	0.41593513493993994
MSTRG.117.6	coding	0.704487601819048
MSTRG.117.7	noncoding	0.23759259840601737
MSTRG.118.1	coding	0.9997186222784743
MSTRG.112.1	noncoding	0.003964096049095518
MSTRG.113.1	noncoding	0.002420939851455193
MSTRG.114.1	coding	0.8050865578220032
MSTRG.115.1	coding	0.8332818493257617
MSTRG.116.1	coding	0.999967156639465
MSTRG.120.1	coding	0.8620148545788845
MSTRG.120.2	coding	0.9947055365001675
MSTRG.120.3	coding	0.9941704492514248
MSTRG.119.1	coding	0.9861594795413293
MSTRG.123.1	coding	0.9999786221189817
MSTRG.124.1	coding	0.9663140702459759
MSTRG.121.1	noncoding	0.0025844100768476156
MSTRG.122.1	noncoding	0.007654232155321601
MSTRG.132.1	coding	0.8877292525013042
MSTRG.129.1	coding	0.515174033040213
MSTRG.127.1	noncoding	0.031207983500644618
MSTRG.126.1	noncoding	0.30216818711645244
MSTRG.125.1	noncoding	0.04751284643451405
MSTRG.131.1	coding	0.9424142052770574
MSTRG.128.1	coding	0.6531647306101547
MSTRG.130.1	coding	0.5743259895807362
MSTRG.133.1	noncoding	0.1966663546532603
MSTRG.133.2	coding	0.6473830011887801
MSTRG.133.3	noncoding	0.30806319354357803
MSTRG.134.1	coding	0.8444941983828179
MSTRG.143.1	coding	0.9999202901018501
MSTRG.143.2	coding	0.9999591614562837
MSTRG.144.1	coding	0.9998449988611771
MSTRG.145.1	noncoding	0.3648235274705818
MSTRG.145.2	noncoding	0.48478784601149766
MSTRG.145.3	coding	0.7130960851089451
MSTRG.145.4	coding	0.7097913594834105
MSTRG.145.5	coding	0.9499215135672588
MSTRG.145.6	coding	0.9435991325524307
MSTRG.145.7	coding	0.7204318503793375
MSTRG.145.8	coding	0.8321523645923338
MSTRG.145.9	noncoding	0.11029557615160906
MSTRG.145.10	noncoding	0.09639569197940823
MSTRG.145.11	coding	0.9582293109524989
MSTRG.145.12	coding	0.8430574686629644
MSTRG.135.1	noncoding	0.029740468511368256
MSTRG.136.1	noncoding	0.43066157186555204
MSTRG.137.1	coding	0.9915465727811891
MSTRG.151.1	coding	0.9436830925801754
MSTRG.152.1	noncoding	0.15553819389825216
MSTRG.151.2	coding	0.9720429270663782
MSTRG.151.3	coding	0.9379761004191425
MSTRG.151.4	coding	0.5065147682557565
MSTRG.151.5	coding	0.536775014719185
MSTRG.153.1	coding	0.9953316774091655
MSTRG.153.2	coding	0.9953856318736692
MSTRG.153.3	coding	0.9897444462111443
MSTRG.153.4	coding	0.9803093450696075
MSTRG.153.5	noncoding	0.08892030563435432
MSTRG.153.6	noncoding	0.21079753126510298
MSTRG.142.1	noncoding	0.3624670086085256
MSTRG.138.1	noncoding	0.003740420552866964
MSTRG.139.1	noncoding	0.004387091663933134
MSTRG.140.1	noncoding	0.023754337701716317
MSTRG.141.1	noncoding	0.04486105802979762
MSTRG.150.1	coding	0.9983033824695802
MSTRG.150.2	coding	0.9982836214181992
MSTRG.146.1	noncoding	0.006304144514329074
MSTRG.147.1	noncoding	0.06334968976545738
MSTRG.149.1	noncoding	0.0035869097580496297
MSTRG.154.1	coding	0.9862871487742638
MSTRG.154.2	noncoding	0.16765962254926686
MSTRG.154.3	coding	0.8076725907970362
MSTRG.154.4	coding	0.7836654059231299
MSTRG.155.1	coding	0.9676980910827997
MSTRG.155.2	coding	0.9640351044717024
MSTRG.155.3	coding	0.9488797377887573
MSTRG.155.4	coding	0.9736210535549332
MSTRG.155.5	coding	0.983621222858549
MSTRG.156.2	coding	0.9999984871303692
MSTRG.156.1	coding	0.9999987344176714
MSTRG.158.1	coding	0.9157507938861243
MSTRG.159.1	noncoding	0.23168302166298985
MSTRG.159.2	coding	0.7850139089645561
MSTRG.159.3	coding	0.5021525107308746
MSTRG.159.4	coding	0.7806515894410126
MSTRG.159.5	noncoding	0.4059835339342647
MSTRG.160.1	coding	0.9898621984746692
MSTRG.158.2	coding	0.5561747704918127
MSTRG.157.1	coding	0.998537923451864
MSTRG.161.1	coding	0.9875441211427258
MSTRG.161.2	coding	0.8507149566897892
MSTRG.168.1	coding	0.9999999998402129
MSTRG.168.2	coding	0.9999999998893263
MSTRG.168.3	coding	0.9999999994628632
MSTRG.169.1	coding	0.9974812282503965
MSTRG.169.2	coding	0.999237956821063
MSTRG.169.12	coding	0.9987062362870741
MSTRG.169.17	coding	0.9994289514049608
MSTRG.169.15	coding	0.9985283436824393
MSTRG.169.5	coding	0.9995173832874379
MSTRG.169.13	coding	0.9990395578126261
MSTRG.169.6	coding	0.9988179754413649
MSTRG.169.3	coding	0.9977734036968953
MSTRG.169.11	coding	0.9981738406592892
MSTRG.169.14	coding	0.9981458229285172
MSTRG.169.9	coding	0.9978281768959463
MSTRG.169.7	coding	0.9986280562302271
MSTRG.169.4	coding	0.9970244989757351
MSTRG.169.10	coding	0.9989499006265301
MSTRG.169.8	coding	0.9989088290203484
MSTRG.169.16	coding	0.9980412220334464
MSTRG.169.18	coding	0.9991847698688456
MSTRG.169.19	coding	0.9990265302154084
MSTRG.169.20	noncoding	0.0834427680474886
MSTRG.170.1	coding	0.9939904234298393
MSTRG.170.2	coding	0.8556459781171567
MSTRG.162.1	coding	0.9901932043552478
MSTRG.162.3	coding	0.9891603358282761
MSTRG.162.2	coding	0.989000530929426
MSTRG.162.4	coding	0.8907564405634
MSTRG.163.1	coding	0.9999991993294488
MSTRG.164.1	coding	0.8622262565436947
MSTRG.166.1	coding	0.8907918230872498
MSTRG.166.2	coding	0.9070552344790269
MSTRG.167.1	coding	0.80682463420348
MSTRG.165.1	noncoding	0.0030868402398533546
MSTRG.172.1	coding	0.9999999999839211
MSTRG.172.2	coding	0.7407050306190014
MSTRG.172.3	coding	0.9999999999790619
MSTRG.172.4	coding	0.7773398450080804
MSTRG.172.7	coding	0.7764569741528443
MSTRG.172.6	coding	0.999999999974732
MSTRG.172.5	coding	0.9999999999946045
MSTRG.172.8	coding	0.9999999999781035
MSTRG.172.9	coding	0.9999999999781035
MSTRG.172.10	coding	0.9999999999954832
MSTRG.172.11	coding	0.9999999999822786
MSTRG.172.12	coding	0.9999999999816576
MSTRG.172.13	coding	0.8585517124743547
MSTRG.172.14	noncoding	0.20941406078360025
MSTRG.172.15	coding	0.9999977506404295
MSTRG.172.16	coding	0.8044464952182487
MSTRG.172.17	coding	0.8381826227137389
MSTRG.172.18	coding	0.7854521043375914
MSTRG.172.19	coding	0.880839160325151
MSTRG.172.20	coding	0.8135270027615784
MSTRG.172.23	coding	0.847249633806963
MSTRG.172.21	coding	0.8408829291480204
MSTRG.172.22	coding	0.8748113205943979
MSTRG.173.1	noncoding	0.19612510729622093
MSTRG.173.2	noncoding	0.07210817753217236
MSTRG.173.3	noncoding	0.32195844741566954
MSTRG.172.24	coding	0.9353215062428331
MSTRG.172.25	coding	0.667996428229633
MSTRG.172.26	coding	0.7991307746245896
MSTRG.172.27	coding	0.9264490148472864
MSTRG.172.28	coding	0.9403324382771721
MSTRG.172.29	coding	0.9731093815264585
MSTRG.172.30	coding	0.7402232479905521
MSTRG.172.31	coding	0.9436357595185199
MSTRG.172.32	coding	0.9243419409650678
MSTRG.172.33	coding	0.5459525331900215
MSTRG.172.34	coding	0.6321012656510248
MSTRG.172.35	coding	0.8521107089010197
MSTRG.172.36	noncoding	0.18878237782330323
MSTRG.172.37	noncoding	0.007828009039307322
MSTRG.171.1	coding	0.5809934655933828
MSTRG.171.2	noncoding	0.24917209115350736
MSTRG.174.1	coding	0.9592980432417009
MSTRG.174.2	coding	0.9659360113670351
MSTRG.174.3	coding	0.973866576572535
MSTRG.174.4	coding	0.9516948953058849
MSTRG.174.5	coding	0.9646410264579853
MSTRG.174.6	coding	0.9736522354312277
MSTRG.174.7	coding	0.9418401296297736
MSTRG.174.8	coding	0.8726441712867159
MSTRG.174.9	coding	0.9667617415046711
MSTRG.174.10	coding	0.9650921860046058
MSTRG.174.11	coding	0.9373831253503992
MSTRG.174.12	noncoding	0.23865460602777022
MSTRG.174.13	coding	0.9506771723006461
MSTRG.174.14	coding	0.9716184436495526
MSTRG.174.15	coding	0.9556041491758307
MSTRG.174.16	coding	0.9087653150372272
MSTRG.174.17	coding	0.9165969863643812
MSTRG.174.18	coding	0.9441856926101981
MSTRG.174.19	coding	0.8571554376361773
MSTRG.174.20	coding	0.9126600541164204
MSTRG.174.21	coding	0.8885920448211241
MSTRG.174.23	coding	0.7033258081073267
MSTRG.174.22	coding	0.7112080026514479
MSTRG.174.24	coding	0.6444664298033062
MSTRG.175.1	coding	0.8122875532569886
MSTRG.176.1	coding	0.8011251948841344
MSTRG.176.3	coding	0.8506672295655828
MSTRG.176.2	coding	0.8283606970625164
MSTRG.176.4	noncoding	0.38605984164562746
MSTRG.176.5	noncoding	0.14854275406216527
MSTRG.176.6	noncoding	0.3773319604736899
MSTRG.176.7	noncoding	0.4649148811216452
MSTRG.177.1	noncoding	0.0036894213903344254
MSTRG.178.1	noncoding	0.0008509489833685502
MSTRG.179.1	coding	0.9508114152269554
MSTRG.179.2	coding	0.9420286139844751
MSTRG.179.3	coding	0.9405947333249305
MSTRG.180.1	coding	0.9941090840641063
MSTRG.180.2	coding	0.9987664243137694
MSTRG.180.3	coding	0.9966150212868005
MSTRG.183.3	coding	0.999974569227388
MSTRG.183.2	coding	0.999603505979459
MSTRG.183.1	coding	0.9998185629059847
MSTRG.183.4	coding	0.9999251706988789
MSTRG.183.5	coding	0.9998415854860405
MSTRG.183.6	coding	0.9999628282239991
MSTRG.182.1	coding	0.7932102751786309
MSTRG.181.1	noncoding	0.007496690717340074
MSTRG.190.1	coding	0.8972391395683942
MSTRG.190.2	coding	0.7675570211455185
MSTRG.184.1	noncoding	0.007496216135829396
MSTRG.185.1	noncoding	0.004088580727817251
MSTRG.186.1	noncoding	0.003528430439239903
MSTRG.187.1	noncoding	0.005061871892024265
MSTRG.188.1	noncoding	0.02467766062461838
MSTRG.189.1	noncoding	0.0009117429963831817
MSTRG.192.1	coding	0.9999999100818492
MSTRG.192.2	coding	0.9999999030111134
MSTRG.192.3	coding	0.9979062024750814
MSTRG.192.4	noncoding	0.06825493020489325
MSTRG.191.1	noncoding	0.00558620743752867
MSTRG.193.1	coding	0.9990394108676944
MSTRG.194.1	noncoding	0.025011686038968035
MSTRG.195.1	noncoding	0.028016471449724117
MSTRG.196.1	coding	0.7925716796499189
MSTRG.196.2	coding	0.808675884188832
MSTRG.196.3	coding	0.8057715717614157
MSTRG.197.1	coding	0.9419086072032117
MSTRG.197.2	coding	0.814069099079707
MSTRG.202.1	coding	0.9904815435658516
MSTRG.202.2	coding	0.9913755740902057
MSTRG.202.3	noncoding	0.2819204715970583
MSTRG.202.4	coding	0.8788515351904557
MSTRG.202.5	coding	0.9747913705626747
MSTRG.203.1	coding	0.929606452916784
MSTRG.203.2	coding	0.8251175552644545
MSTRG.203.3	coding	0.9228670289832606
MSTRG.203.4	coding	0.8750010871337947
MSTRG.203.5	coding	0.9478319453407015
MSTRG.203.6	noncoding	0.4187857722264342
MSTRG.203.7	noncoding	0.45596971923732615
MSTRG.203.8	noncoding	0.28288944341508526
MSTRG.203.9	coding	0.607413080537816
MSTRG.198.1	noncoding	0.1297500638527385
MSTRG.198.2	noncoding	0.03973045643727178
MSTRG.198.3	noncoding	0.03630878611796111
MSTRG.198.4	noncoding	0.07156833626356698
MSTRG.199.1	coding	0.8503916791550744
MSTRG.199.2	coding	0.7084316051475811
MSTRG.199.3	noncoding	0.4761982095086868
MSTRG.199.4	coding	0.8821741595140418
MSTRG.201.1	coding	0.5115683319194294
MSTRG.201.2	coding	0.5791715598149433
MSTRG.200.1	noncoding	0.0014567913845553076
MSTRG.204.1	coding	0.7067095878249007
MSTRG.204.2	coding	0.8982764234002523
MSTRG.214.1	coding	0.9999880914624779
MSTRG.214.2	coding	0.9999885550427676
MSTRG.214.3	coding	0.9999563832020583
MSTRG.214.4	coding	0.9999540296794498
MSTRG.214.6	coding	0.9999885550477917
MSTRG.214.5	coding	0.99995028795531
MSTRG.214.7	coding	0.9999885550745172
MSTRG.214.8	coding	0.9999741238443797
MSTRG.214.9	coding	0.9999630474338914
MSTRG.214.10	coding	0.9999246801354121
MSTRG.214.11	coding	0.6950868132153007
MSTRG.214.12	noncoding	0.2520554216514964
MSTRG.214.13	noncoding	0.2993967896888191
MSTRG.215.1	noncoding	0.1579217229742196
MSTRG.216.1	noncoding	0.4650671834500702
MSTRG.214.14	noncoding	0.01574086322301321
MSTRG.217.1	coding	0.8123617945782148
MSTRG.218.1	noncoding	0.43706576933138463
MSTRG.218.2	noncoding	0.4336017905340371
MSTRG.207.1	coding	0.9948573252059665
